f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62
0.7790698409080505,1.0,9.651316190684156e-08,0.39531630277633667,0.9443233609199524,-0.05733112245798111,0.10531697422266006,0.7963865399360657,-0.09009743481874466,0.09935851395130157,0.637112557888031,-0.12205705046653748,0.3398422300815582,0.5505689382553101,-0.15156491100788116,0.19048072397708893,0.47171032428741455,-0.030851708725094795,0.0955047532916069,0.252813458442688,-0.06378471851348877,0.03337662294507027,0.11507910490036011,-0.09451185911893845,0.0,0.0,-0.12190326303243637,0.46381673216819763,0.4513682723045349,-0.03360999375581741,0.42737600207328796,0.24229814112186432,-0.09866105020046234,0.4240218997001648,0.3155571222305298,-0.14011216163635254,0.44171369075775146,0.4310286343097687,-0.15555988252162933,0.7283809781074524,0.4639827609062195,-0.04285222291946411,0.7326601147651672,0.2711150050163269,-0.09482256323099136,0.7070913910865784,0.293767511844635,-0.12386768311262131,0.7058786153793335,0.3899201452732086,-0.13258223235607147,1.0,0.5077899694442749,-0.05786911025643349,0.9875028133392334,0.3574591279029846,-0.09311860799789429,0.9291571378707886,0.3330172002315521,-0.11339433491230011,0.8842386603355408,0.3807498812675476,-0.12264614552259445
0.7807711958885193,1.0,1.283387973671779e-07,0.4013201892375946,0.9445634484291077,-0.059057366102933884,0.11335230618715286,0.8008353114128113,-0.09309912472963333,0.08059243857860565,0.6462565064430237,-0.12642477452754974,0.30874690413475037,0.5573115348815918,-0.1575387865304947,0.19936838746070862,0.47580456733703613,-0.0315847247838974,0.09886243939399719,0.25582677125930786,-0.06690911203622818,0.03448786213994026,0.11690912395715714,-0.09963276237249374,0.0,0.0,-0.12819935381412506,0.46734875440597534,0.45471134781837463,-0.03425353765487671,0.4215107262134552,0.23755612969398499,-0.10201242566108704,0.42925122380256653,0.3081315755844116,-0.1469271183013916,0.4543169438838959,0.421340674161911,-0.16445212066173553,0.7297219038009644,0.46677806973457336,-0.043505191802978516,0.7285939455032349,0.2673605978488922,-0.09821896255016327,0.710427463054657,0.2894189953804016,-0.13025902211666107,0.7124724984169006,0.3872147798538208,-0.14037054777145386,1.0,0.5114572048187256,-0.058493029326200485,0.984704852104187,0.3585142195224762,-0.09587518870830536,0.9335384964942932,0.3341401517391205,-0.11821939051151276,0.8908779621124268,0.3830050230026245,-0.12873516976833344
0.7707690000534058,1.0,7.240407740027877e-08,0.3926909863948822,0.9445209503173828,-0.06043320894241333,0.10259030759334564,0.7986174821853638,-0.09534399211406708,0.09473616629838943,0.640639066696167,-0.12898528575897217,0.3381696343421936,0.5480552315711975,-0.1600499004125595,0.19496136903762817,0.47317832708358765,-0.03459350764751434,0.09337150305509567,0.2520272135734558,-0.06943728029727936,0.030759602785110474,0.11495829373598099,-0.10073062777519226,0.0,0.0,-0.1282382309436798,0.46902474761009216,0.45194104313850403,-0.036844950169324875,0.43370169401168823,0.24092623591423035,-0.1060924306511879,0.4166813790798187,0.325836718082428,-0.14851590991020203,0.4251135289669037,0.4496414363384247,-0.16321009397506714,0.7322201132774353,0.4641970098018646,-0.04595620185136795,0.7479832172393799,0.26714643836021423,-0.10062330961227417,0.7090426683425903,0.2919541299343109,-0.1312519758939743,0.6960792541503906,0.39081892371177673,-0.1401711106300354,1.0,0.5081414580345154,-0.06090588867664337,0.9932941198348999,0.3574129641056061,-0.09683584421873093,0.926450788974762,0.33507150411605835,-0.11805805563926697,0.8692001104354858,0.383943647146225,-0.12779900431632996
0.7572976350784302,1.0,5.576514539029631e-08,0.36727404594421387,0.9404544830322266,-0.05968135967850685,0.07730497419834137,0.7926483154296875,-0.09413986653089523,0.07115401327610016,0.6354345679283142,-0.12767663598060608,0.31706503033638,0.5439953804016113,-0.15851150453090668,0.17960934340953827,0.47265759110450745,-0.03321365267038345,0.07897692173719406,0.2503761947154999,-0.0679454356431961,0.0224703811109066,0.11476214230060577,-0.09891760349273682,0.0,0.0,-0.1260339319705963,0.45724034309387207,0.45192182064056396,-0.035593077540397644,0.4197864532470703,0.24553219974040985,-0.10502287745475769,0.40260428190231323,0.33179721236228943,-0.14720231294631958,0.41447335481643677,0.4549468755722046,-0.1618792861700058,0.7248806953430176,0.46398600935935974,-0.04495595023036003,0.7413429021835327,0.266676664352417,-0.09980865567922592,0.696593165397644,0.2910561263561249,-0.13018359243869781,0.6792346835136414,0.38976335525512695,-0.13902384042739868,0.999681293964386,0.5074008703231812,-0.06013213470578194,1.0,0.3548608422279358,-0.09587697684764862,0.926479697227478,0.32908207178115845,-0.1171785369515419,0.8591770529747009,0.3752613663673401,-0.12711156904697418
0.7472854256629944,1.0,1.0620188817256349e-07,0.3486815094947815,0.9422833323478699,-0.06112000346183777,0.05082901567220688,0.7972866892814636,-0.09700589627027512,0.045928314328193665,0.6417308449745178,-0.13156628608703613,0.2955525815486908,0.5490836501121521,-0.16333983838558197,0.15261134505271912,0.4748251438140869,-0.03479631990194321,0.05605461820960045,0.2524506747722626,-0.07052844762802124,0.010858600027859211,0.11515175551176071,-0.10205976665019989,0.0,0.0,-0.129293292760849,0.4391959011554718,0.45619821548461914,-0.036603257060050964,0.4029063284397125,0.24546223878860474,-0.10757992416620255,0.4023576080799103,0.3290221691131592,-0.15057101845741272,0.4251854419708252,0.45059093832969666,-0.1653333455324173,0.7146286964416504,0.4695303440093994,-0.04542740434408188,0.7302439212799072,0.2719992697238922,-0.1019430086016655,0.7004726529121399,0.2974754273891449,-0.13226711750030518,0.6920924782752991,0.3953356444835663,-0.14056119322776794,0.9973074197769165,0.5141931176185608,-0.06007569655776024,1.0,0.36468467116355896,-0.0971536710858345,0.9399140477180481,0.33799612522125244,-0.1186276376247406,0.8816648721694946,0.38056114315986633,-0.12838368117809296
0.7363471388816833,1.0,1.5225444371935737e-07,0.33286169171333313,0.9406872987747192,-0.06207745894789696,0.028786709532141685,0.797282338142395,-0.09900674223899841,0.027847684919834137,0.645854651927948,-0.13462397456169128,0.28165268898010254,0.550036609172821,-0.16779133677482605,0.1328013837337494,0.47949010133743286,-0.03671702742576599,0.038887377828359604,0.2553906738758087,-0.07395525276660919,0.0031325966119766235,0.11554368585348129,-0.10734467208385468,0.0,0.0,-0.13558676838874817,0.4266042411327362,0.46147620677948,-0.0383528433740139,0.38536810874938965,0.2548556327819824,-0.11011575162410736,0.38455331325531006,0.3276127874851227,-0.15660348534584045,0.40551549196243286,0.44266238808631897,-0.17447130382061005,0.7090618014335632,0.4747944474220276,-0.04692864790558815,0.7273120880126953,0.28039443492889404,-0.1045040711760521,0.7003561854362488,0.29692816734313965,-0.13888771831989288,0.6921768188476562,0.3901347219944,-0.1503646969795227,0.9977083802223206,0.5192006230354309,-0.06121305003762245,1.0,0.36889132857322693,-0.1000208705663681,0.9412450790405273,0.33966153860092163,-0.1239103302359581,0.8831533193588257,0.3820282220840454,-0.13541406393051147
0.718548059463501,1.0,1.3042472346569411e-07,0.31553107500076294,0.9370861649513245,-0.06123095750808716,0.021811548620462418,0.7929741740226746,-0.09807742387056351,0.021105939522385597,0.643771231174469,-0.13346955180168152,0.2631227970123291,0.5436295866966248,-0.1661953181028366,0.12490614503622055,0.4782630503177643,-0.03642706573009491,0.03263656049966812,0.25386565923690796,-0.07431644946336746,0.0,0.11487837135791779,-0.10792424529790878,0.0011715160217136145,0.0,-0.1361088901758194,0.41872885823249817,0.4611723721027374,-0.03808717429637909,0.3812828063964844,0.2534467279911041,-0.11114981025457382,0.3739699721336365,0.33158963918685913,-0.1570540815591812,0.39055174589157104,0.4503070116043091,-0.1737315058708191,0.7024357318878174,0.4757886528968811,-0.046655502170324326,0.715569257736206,0.2800515592098236,-0.10393589735031128,0.6904622316360474,0.2977156639099121,-0.13643057644367218,0.6829215884208679,0.38874199986457825,-0.14650148153305054,0.993322491645813,0.5224955081939697,-0.06087889522314072,1.0,0.375599205493927,-0.0989404246211052,0.9375048875808716,0.3414263129234314,-0.12191417068243027,0.870587944984436,0.3742898404598236,-0.13276652991771698
0.7165195941925049,1.0,1.4171824602726701e-07,0.30684998631477356,0.9378699064254761,-0.0627463310956955,0.008248399943113327,0.7910229563713074,-0.09980728477239609,0.014221712946891785,0.6404768228530884,-0.1353866457939148,0.2711317539215088,0.5429790019989014,-0.16849194467067719,0.11481175571680069,0.47561290860176086,-0.036433979868888855,0.029833532869815826,0.25243648886680603,-0.07363036274909973,0.0,0.11371967196464539,-0.10724329948425293,0.001230996334925294,0.0,-0.13577036559581757,0.4146040678024292,0.45900508761405945,-0.03808964416384697,0.380109578371048,0.2517539858818054,-0.11137420684099197,0.38373932242393494,0.33001184463500977,-0.1591254323720932,0.40632182359695435,0.4508800208568573,-0.177215114235878,0.7016952633857727,0.47421303391456604,-0.04669890180230141,0.7234793901443481,0.28031525015830994,-0.10476626455783844,0.702915370464325,0.29660531878471375,-0.14063769578933716,0.6971274018287659,0.3907279968261719,-0.15298350155353546,0.994011402130127,0.5213613510131836,-0.0609782449901104,1.0,0.37409693002700806,-0.09972622245550156,0.9456335306167603,0.3438364863395691,-0.12446898221969604,0.8885859847068787,0.38464102149009705,-0.13672292232513428
0.7049261331558228,1.0,1.5279336196272197e-07,0.2966432571411133,0.9370043277740479,-0.060257624834775925,0.0,0.7879881262779236,-0.09535646438598633,0.019906390458345413,0.6356205344200134,-0.1290678083896637,0.28161072731018066,0.5419774055480957,-0.160438671708107,0.11532684415578842,0.47539952397346497,-0.035461410880088806,0.0360860750079155,0.2528201639652252,-0.07145901024341583,0.012293820269405842,0.11342133581638336,-0.1038530245423317,0.019879797473549843,0.0,-0.13137300312519073,0.4162786304950714,0.46040692925453186,-0.03729875758290291,0.3981439471244812,0.2538633942604065,-0.10704544931650162,0.4066997766494751,0.32446131110191345,-0.1520284116268158,0.43111053109169006,0.43946173787117004,-0.1690719723701477,0.7033668160438538,0.47747668623924255,-0.045863449573516846,0.7385374307632446,0.2859920263290405,-0.10193348675966263,0.7198700308799744,0.3019256293773651,-0.13558290898799896,0.7143381834030151,0.39437586069107056,-0.14689750969409943,0.9908027052879333,0.525807797908783,-0.05998235195875168,1.0,0.3804738223552704,-0.09852731227874756,0.9521958827972412,0.35503748059272766,-0.12201077491044998,0.9049502611160278,0.3991679847240448,-0.13322743773460388
0.7076861262321472,1.0,1.5551252374734759e-07,0.29803016781806946,0.9372738003730774,-0.06274878233671188,0.0,0.7890663743019104,-0.09875739365816116,0.02058316022157669,0.6362537145614624,-0.13307857513427734,0.27944281697273254,0.5375754833221436,-0.16506148874759674,0.11502537131309509,0.4739530682563782,-0.03651866316795349,0.040045518428087234,0.2524939775466919,-0.07315428555011749,0.017087643966078758,0.11368093639612198,-0.1063183918595314,0.024139514192938805,0.0,-0.13443420827388763,0.4188400208950043,0.4581795036792755,-0.03759492561221123,0.3969486355781555,0.24519822001457214,-0.10776399821043015,0.41283872723579407,0.31794044375419617,-0.15447373688220978,0.4418991506099701,0.43382444977760315,-0.1727609932422638,0.7069242596626282,0.4747874140739441,-0.04553752392530441,0.7406144738197327,0.279447078704834,-0.10239869356155396,0.7266295552253723,0.2985215187072754,-0.13762684166431427,0.7248738408088684,0.39448320865631104,-0.14975868165493011,0.9951762557029724,0.5232496857643127,-0.059174325317144394,1.0,0.3732856214046478,-0.09802097082138062,0.955846905708313,0.34837377071380615,-0.1221901997923851,0.9107077717781067,0.39600804448127747,-0.13397283852100372
